chunk_60_id,0,1,2,3,4
1,-0.052054542076793005,0.1223091951925921,-0.07525026127491426,0.16279027805250448,0.2364038105203316
2,0.13764165709060885,0.1649397915265995,-0.2586239005677014,0.23356849144631425,-0.10034649089084564
3,0.2503508981428175,-0.023351176959737905,-0.09754270180713005,0.19002235911260534,0.07881213006701698
4,0.2858819664769008,0.10463450842032807,0.13433780669410578,-0.032166697781311406,-0.03310674621945636
5,0.14292650302438809,-0.03311579942687933,-0.14163935987948467,0.09489602677674552,-0.09437165761153365
6,0.13038092265258117,0.25216795725854285,-0.161269477605186,0.2672722799495352,-0.18815537240674973
7,0.250849992407261,-0.05904454589613,-0.03890515732781802,-0.112846859468695,0.057833806640224236
8,0.30888583595501223,0.022421637004710625,0.1562013128151691,-0.06221927915357084,-0.06133411808639147
9,0.36226152961315494,-0.05501365574683846,-0.01013708490576651,-0.022102821494716023,-0.005740398309354586
10,0.24472621211560636,0.0428704911323142,-0.1828001344579553,0.06471274436802824,-0.09721499443977366
11,0.2766191477613614,0.1651966497848423,-0.10173066502427988,0.19771287612223482,0.15746592776997206
12,0.29050688136978187,0.10916009927108246,-0.19288063648334286,0.20120397552337224,0.09697645101170081
13,-0.11712920306668659,0.004519559946639629,-0.19862082038858672,-0.1317334384171305,0.029542958304427394
14,-0.14190874762449276,-0.0039514467178269515,-0.23578469180054862,0.07867211460380945,0.007901208642936077
15,-0.06532750434348951,0.04909611525154305,-0.18272069406121966,0.228198242911614,0.1854724435704184
16,-0.23234311082039844,0.23760669506118545,0.11702888653883635,-0.166457325153049,0.12771258154225296
17,-0.1179727794088265,0.2575111077859391,-0.11897051888504855,-0.03093190993737447,0.3532518569146638
18,0.14011397231052564,-0.04130601886806559,0.015221972115179139,-0.15080623016000547,-0.03196755455686903
19,0.3976758165408212,-0.037411911039242254,0.007765473785055419,0.049148356991422545,0.020783012279243486
20,0.37885613738670343,-0.10639046090270106,0.10747970943152925,-0.18004580071284068,0.0531995488615241
21,-0.1391108978386885,-0.14996350102628292,-0.18885761418984334,-0.17063104209735136,-0.028062634285668457
22,-0.14881873660054454,0.15478553152247534,-0.11246834352675986,-0.17444461204395534,0.11127390199941598
23,-0.1823076653769644,0.22601314032771608,0.14899522309867672,-0.05083280363618866,-0.20015374025071142
24,-0.10017445082756886,0.31470707259221703,0.22211119592610926,0.18634056830099832,-0.3385209833603437
25,-0.1026161876391306,0.023071385657581937,-0.1036813268311145,-0.02000792310030014,-0.2636596882496505
26,-0.1690268344147663,-0.04009270683919737,0.011053406720662061,-0.03908604086713106,-0.09292391833461609
27,-0.16212943953857195,-0.1791350621027708,-0.11646307075056404,-0.0477883974065258,-0.003727094680369699
28,0.02825195931772255,0.0037499020889168325,-0.17832059942684017,0.15361976243975092,0.008642326454802814
29,-0.1237918984072756,-0.07493236538851512,-0.02829801639734739,0.038661092369270136,0.0335513562205703
30,-0.10191246519367562,-0.1157931599038058,0.040461932378997686,0.12044848941200526,0.0883842935413487
31,-0.13283818326440244,0.23529020883483284,0.1278177277409451,0.12172285740018313,-0.21065523285733376
32,-0.1906038513221468,0.23574747910731614,0.07456310993166122,-0.017305697738994662,0.41937538357187526
33,-0.22090011451944003,0.027850810204989605,0.04000897166587383,0.0633279528578432,-0.23956504719072363
34,-0.03066324855522984,-0.1753512675342815,-0.04110370467604705,-0.04969208805645756,-0.07940696250905027
35,0.09189884924502635,0.04451141318757698,0.15796704084228053,-0.08272011399726113,-0.04735926304052502
36,0.1153793591651194,-0.10633212021147498,0.0755020118798896,-0.13979250582099312,0.02087613222697005
37,-0.1798473481242899,0.17106961738934548,0.2095808513988681,-0.17556292137426688,0.24306047154492497
38,-0.15859126642428306,0.3345875850349011,0.2534763524429076,-0.012008917858954386,-0.21117309809114004
39,-0.163378651646774,0.3804826412029234,0.09925184229947061,-0.0524208746858601,0.1477634058625829
40,-0.09311024702009181,0.01899491094260318,-0.16934297532924938,-0.11707244488947137,-0.1494344418898702
41,-0.13910038720925186,-0.1627337191022105,-0.27124454744734255,-0.1384342404948266,-0.10369448308549159
42,0.18501189823858905,-0.028582985605980372,0.1925119918535758,-0.19612101236606205,-0.03598208332088276
43,0.16586403663769372,-0.05636990068163934,0.17136775559540718,-0.23769246897675547,-0.019457809727898345
44,-0.1625585140086492,-0.18562897813390924,-0.10556155192172718,-0.09038655757710137,-0.025066610010374774
45,-0.21214179921821397,-0.04312639044584737,0.171630663589896,-0.04328930549571459,-0.053088795794690405
46,-0.1582735789738402,-0.14920194770829817,-0.053422228548693294,0.06270499053324419,-0.15383999532685172
47,-0.13381932159490137,0.007231827214405586,-0.17473091789641998,-0.21157597321935445,-0.02343954598471226
48,-0.1770152721240047,-0.16520183760689947,-0.18345456915297176,-0.11670899779385378,-0.05153022406366293
49,-0.09979426846238967,-0.03438598611650454,-0.23000909036318307,-0.07577977428271002,0.006255962349143543
50,-0.15782729582064084,-0.14014269533093637,-0.12109277594477211,-0.060868235126408515,0.05341745398353618
51,0.06530219223709911,-0.05277531230781286,-0.07425360804946697,-0.15299680025508147,0.07585695196983606
52,0.12210996612019746,-0.06751895193466871,0.15161048490353182,-0.1272874452619522,0.027884041073684904
53,-0.21191441735083602,-0.2604063558427542,0.19786417287487065,0.15696587797864167,0.15806024830940305
54,-0.061830868509157866,-0.26932566792954604,0.28385101028224746,0.3140429940337807,0.23763008369270947
55,0.3741963178242686,-0.024741520383103614,0.11281484549297868,-0.07691166097649704,-0.02411663538385956
56,0.29971700444483984,0.029399487156421284,0.09816398790961402,-0.13568632168776074,0.008954000961466205
57,-0.10889600779504945,-0.173675492135377,0.22227890032195766,0.04930926972587303,-0.05699204619895632
58,-0.05331775307681921,-0.2942918279957383,0.16634069396051296,0.1761180068488591,0.0006584690061384877
59,-0.16917349082966882,-0.2468091295866108,0.24784257543971963,0.19732295352705795,0.0182935616614152
60,-0.07318870705012709,-0.18382292268895614,0.13407913499079646,0.29363297808078953,-0.04120611439617812
