chunk,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
25,0.07691397750841132,0.060369732724939,0.07199145448660652,0.07093955350984361,0.0760307625802851,0.07548521249612254,0.039638617342637815,0.0769838121909353,0.09906956025254969,0.1797506351640321,0.18629231934982501,0.16965481624331272,0.14677941968892452,0.08032262452208837,0.12046044387452894,0.08916626024012031,0.07052015538812387,0.12008361412414824,0.20403317791762918,0.11267664515333164,0.09234223743386247,0.11105436237806612,0.22022439186694182,0.2494504271375733,1.0000000000000007,0.15507376800206127,0.10535454164670646,0.1062250306359197,0.07869865114397556,0.08831658377923816,0.06435574375103006,0.03168921067271472,0.03844350788537952,0.051599695206604526,0.039626827905799966,0.042117926778277824,0.03405182042437156,0.04200632473840545,0.05315873911105244,0.057822576930716074,0.045899239196836084,0.05903111238398081,0.04181247686031645,0.039745068984370024,0.0773709418285082,0.03650712786856068,0.03406007940572984,0.06817463513387942,0.03530092905677817
26,0.049333800257020666,0.06204634244473238,0.05850925579145772,0.08407214593189981,0.09314549004208544,0.08007067721033179,0.07559956498543952,0.12643647940503186,0.10554897341172043,0.11650643698352202,0.14109018735723172,0.12927402120971232,0.09662345628690464,0.11302963997455977,0.04238445583294656,0.05868524036252016,0.036508264346940066,0.07478740722835027,0.10220798064855782,0.10018833457959803,0.12822977547604864,0.1345816241537263,0.21067735057926676,0.21313077773978037,0.15507376800206127,1.0,0.3489431742222363,0.12369752502980538,0.062294821027564125,0.07614270113553258,0.07103371943811607,0.04049981012846659,0.051015379044784794,0.0654865944738279,0.04122963982567388,0.05957902202098706,0.0702186359945471,0.11296312485851476,0.10408528265582229,0.05474913122930349,0.062038502887239305,0.06782053513997027,0.05292079370229591,0.06391493684226465,0.11766040907761309,0.05076802486840771,0.07895411450993602,0.1102711515001814,0.04666232654576831
27,0.051864448172933286,0.04147860183520081,0.02623712312495479,0.08148739562821773,0.07843137471773105,0.1321645837802825,0.04388736276901569,0.08781720241297276,0.11619992807947235,0.14120470093854537,0.17587060088226408,0.12744692897620064,0.1203598455047121,0.18698156864455318,0.05703542852564635,0.054809443181703915,0.06844942086332194,0.08034602904050002,0.09747888871034938,0.09842171880629415,0.09458551861361264,0.10826411181877083,0.09048161862892098,0.16861118046647494,0.10535454164670646,0.3489431742222363,1.0,0.14503699926263847,0.040472788878106784,0.06425423220415445,0.05732770709945511,0.060892403932277774,0.06636020347250794,0.03417634450474236,0.03581515334148012,0.0323006724250227,0.06409146348995445,0.05685439475118939,0.09498607282594566,0.08903366646978471,0.0292461327412132,0.06447631477335507,0.04820276910593529,0.12038119751101536,0.21682616364274465,0.07888083142748639,0.13825526050459847,0.12480839138706021,0.14557578264558146
28,0.07071392724349619,0.06865040457734925,0.12387511674948125,0.0645355022361002,0.08426899560731241,0.12040425444388318,0.03134291852498811,0.06851906818266089,0.07639425299969504,0.13015762565567007,0.1342592370844372,0.11619369990856707,0.12935868448617058,0.12054602232973373,0.18408038363933857,0.07428431185187975,0.14416730521857257,0.09711992156227649,0.137890875599867,0.0690083749828968,0.14066688527007584,0.06787288221720288,0.07832445417319428,0.10785895357208697,0.1062250306359197,0.12369752502980538,0.14503699926263847,0.9999999999999997,0.25748828959920694,0.05440991186743659,0.07178407406692691,0.04186088385040676,0.039851732130974676,0.0856791092349216,0.0648743152907277,0.039153977294789095,0.05555124049622348,0.05387594703176408,0.01874172156554437,0.05871250371217719,0.019903299668465817,0.11001374255336273,0.08779578513225289,0.06635151943753086,0.10679585560920206,0.04780887024420808,0.06905111130310736,0.063000163696836,0.06723370374121296
29,0.2601664653151571,0.3491339714765258,0.22900129647455406,0.1415712091765291,0.11271242063045621,0.07851221222308795,0.05441064562424409,0.07358709730712715,0.07599073576039414,0.11091374013713565,0.07803663639116988,0.06309938394701396,0.0850566178014842,0.11194655596839828,0.14046616634923492,0.057727930594822535,0.05466536417101657,0.10110235348818415,0.09891456124641992,0.03843594407824032,0.06032937297284768,0.037523092634070804,0.04978934015100887,0.07466190285580208,0.07869865114397556,0.062294821027564125,0.040472788878106784,0.25748828959920694,1.0000000000000002,0.2665894295742388,0.20935482921139353,0.07724571411048285,0.08637900835290621,0.10064225077455308,0.08898803784610126,0.08533375191552237,0.09125358107507561,0.06477768764499826,0.027221494414492817,0.0731703128458833,0.08356318119783882,0.15208861708864937,0.08413475495899549,0.03969242449493607,0.04762886073554367,0.037474634348922266,0.046242659347979206,0.10314967956802952,0.03246338990247232
30,0.3106480654535185,0.29104671703440593,0.22539843922251065,0.1274508048757414,0.11041602240087924,0.08174555947469515,0.027535425074617904,0.027129662563730016,0.11941008413214772,0.10041694197613524,0.036065055378285554,0.023453585278523644,0.08679910978914798,0.10376475510040581,0.0910575770096367,0.07044188831341532,0.07592566009401748,0.06028205162465082,0.06261203253783401,0.03477120709350508,0.0363243486839771,0.02925280288119493,0.02465610764583712,0.057332849074852595,0.08831658377923816,0.07614270113553258,0.06425423220415445,0.05440991186743659,0.2665894295742388,0.9999999999999994,0.39735109775421207,0.21515045936847735,0.23508599449680745,0.2249444859501082,0.22299358390713872,0.19529166094850126,0.12386257233936436,0.14353078558979826,0.11236819878107869,0.13389288845988634,0.20081846959905625,0.24661711552890186,0.16390158944653543,0.07585503267848595,0.07675192719221559,0.06326102242098378,0.0476086993404697,0.18802680522108264,0.05252475228584874
31,0.26528529657239497,0.22765463000005673,0.19618116771680585,0.14349962047548576,0.12593910932574054,0.08910685543791703,0.041651107314254934,0.04067241877936782,0.14636947552754143,0.09511384989264114,0.0697939695695762,0.049908662233040225,0.047767868100029164,0.04764612802208571,0.07060497279992572,0.06002578857493113,0.058182684767350716,0.05447425867438966,0.07106361353373754,0.05047982126473675,0.03807401055901803,0.034105916625197304,0.016939787157835073,0.041730262543035634,0.06435574375103006,0.07103371943811607,0.05732770709945511,0.07178407406692691,0.20935482921139353,0.39735109775421207,1.0000000000000004,0.3490437916980362,0.39044656028678654,0.33096974469657087,0.4237664371548425,0.366993898728007,0.16866287646588288,0.22188211581992429,0.16668876176901468,0.2154935276968292,0.29720044316403915,0.37613794835832187,0.2840006091591712,0.1499154292019171,0.14855652260052174,0.11717311877528072,0.11980139825428603,0.2780794732135224,0.12445315322327404
32,0.07637212623182792,0.05264196772571053,0.04653773054627163,0.09144471669426914,0.049645083706590785,0.06811671002473664,0.020447551452880856,0.029655634165437407,0.06355023351894645,0.05767659109423674,0.04677220516796594,0.05117473183631697,0.0400642964128773,0.07472868552558681,0.016867744208470183,0.028279072994311392,0.016705199616742446,0.06306665629485876,0.04501169683016147,0.0261123279893662,0.03735670104935447,0.042035601297687616,0.030849406851443634,0.16320775166279794,0.03168921067271472,0.04049981012846659,0.060892403932277774,0.04186088385040676,0.07724571411048285,0.21515045936847735,0.3490437916980362,0.9999999999999996,0.5671304663311876,0.32657699313829136,0.3528089890403488,0.4330318795206065,0.2302803766912322,0.35720607489618744,0.237993083410959,0.27522552541209633,0.28646945237831944,0.2768833788453558,0.15531290622628774,0.11422184937815633,0.0941342556090482,0.10152836649423873,0.1057786375666975,0.1875405519978298,0.08212233801612231
33,0.027249430705389387,0.02575033826716576,0.032998513965899326,0.08077433358928746,0.07706948474843055,0.07759669769526197,0.024931651065866242,0.051756325107269976,0.07481741432001957,0.04860360435460914,0.03036770944054662,0.06509044766185572,0.034219494520335354,0.05424140747456085,0.029331835697126322,0.035540038567825595,0.022323253641869333,0.050781989050548995,0.04795656204642648,0.03372945318750564,0.05417033272571676,0.04389186836408958,0.03371536511613553,0.12291371516949873,0.03844350788537952,0.051015379044784794,0.06636020347250794,0.039851732130974676,0.08637900835290621,0.23508599449680745,0.39044656028678654,0.5671304663311876,0.9999999999999997,0.3110995627601643,0.36955586923437994,0.33072397802121756,0.22474898152311906,0.3101274561897461,0.2404804724759143,0.2845259996759516,0.3305100255019015,0.32511502513707885,0.18404019864415377,0.06474661721474732,0.04485223490533001,0.05953647448431428,0.05158926514916411,0.18056543338298792,0.050638028440033345
34,0.11550035788972111,0.0685317644224589,0.06426549503458628,0.09045040222833307,0.06460536428490347,0.0735855321455156,0.031202631713208005,0.08245900464314007,0.08750050892041902,0.0806018287786896,0.0529850228042546,0.10206170453255095,0.06226045213187051,0.07777039646393855,0.06715057843099177,0.06134646314947929,0.038608160473458136,0.07298895633375249,0.06642650526571492,0.04233357113929416,0.0602652216688427,0.047218830273877126,0.025868533125333073,0.0849085516991846,0.051599695206604526,0.0654865944738279,0.03417634450474236,0.0856791092349216,0.10064225077455308,0.2249444859501082,0.33096974469657087,0.32657699313829136,0.3110995627601643,1.0,0.3969242091092101,0.3979674065536674,0.18093154733889372,0.26726390600260735,0.16028257090878797,0.20635390964018693,0.22454469040829309,0.2727856858225214,0.27974253483863565,0.11969461874546672,0.08744763643745818,0.12426573904824097,0.12930994040681282,0.17738017607393555,0.07170717711457439
35,0.06419237977578855,0.07666339875778569,0.05712551646775702,0.060864710976582026,0.07569657908540231,0.020109663513040513,0.02063826066935522,0.0381213695560404,0.09388840894745949,0.04272189501091273,0.033187498402355214,0.03662775039215766,0.024275545446537074,0.014170774059326534,0.039409011529006145,0.05226042355375146,0.022442309582320095,0.04692562203348728,0.03694425283261487,0.01866129123363697,0.02016199814248169,0.022976586356665427,0.021371685051241412,0.07605252243235935,0.039626827905799966,0.04122963982567388,0.03581515334148012,0.0648743152907277,0.08898803784610126,0.22299358390713872,0.4237664371548425,0.3528089890403488,0.36955586923437994,0.3969242091092101,1.0000000000000002,0.4598886512511168,0.17527110483122998,0.24848104494259818,0.17271091392906104,0.2144276933640505,0.2531119374104831,0.28268196468554696,0.21779125977771208,0.06161212954631911,0.06276829386897029,0.09852807149952361,0.09129378109152275,0.16916323924408805,0.05446682772696628
36,0.08653129202070053,0.10265198274419338,0.04970918336999472,0.07350436465930668,0.08014676594910249,0.025470906893458822,0.02463339560178611,0.03424039916143686,0.08952623346821877,0.048216226188618434,0.02253293471913927,0.03627662513922742,0.034210216135782436,0.01789095561791371,0.03968611228520992,0.13598402326834777,0.06668585938903829,0.07220444667957855,0.03820355449303252,0.02047841445479195,0.017401717555254045,0.025967753816874682,0.04745648677152506,0.11272227544158542,0.042117926778277824,0.05957902202098706,0.0323006724250227,0.039153977294789095,0.08533375191552237,0.19529166094850126,0.366993898728007,0.4330318795206065,0.33072397802121756,0.3979674065536674,0.4598886512511168,1.0000000000000002,0.1863365166827202,0.2767212199475384,0.1643590377590746,0.1851098408189421,0.19950372151855328,0.24602629247008945,0.22128264868554828,0.08474048787300625,0.0782692435894945,0.090512806646105,0.07641336731093386,0.1487862486822485,0.058844396195957445
37,0.04326121551459237,0.18179130309621302,0.04155551807893109,0.08335066550650454,0.05875540351553827,0.04061844302812333,0.02602370677065526,0.05094728145197484,0.09487979614525847,0.09556790065329172,0.04392455728854946,0.04231110137004966,0.05067089135081272,0.13599212049323475,0.048864984285312725,0.07049780899388833,0.0202324356941884,0.14068382380424946,0.05009545803906205,0.029509906902070598,0.0459417367843928,0.029371475649122094,0.04082572059053173,0.07729309411730098,0.03405182042437156,0.0702186359945471,0.06409146348995445,0.05555124049622348,0.09125358107507561,0.12386257233936436,0.16866287646588288,0.2302803766912322,0.22474898152311906,0.18093154733889372,0.17527110483122998,0.1863365166827202,1.0000000000000002,0.3821301874795912,0.1644604778851147,0.14781325677477083,0.17134060106351318,0.19337393812441844,0.13134576201240356,0.07726819218955505,0.09662089444644309,0.09121163623598479,0.08168700658906014,0.12751143942568294,0.023878090802616228
38,0.05688725919057859,0.08704081451841826,0.0538340626830391,0.0908419440244417,0.06275888938433438,0.06939460729627218,0.06261531509359038,0.09012195164898723,0.08613786446938923,0.062456382055517054,0.04910940706796214,0.07464913227128779,0.05054716357616765,0.07009678143780418,0.04125300215863434,0.044528217433844004,0.026834029653655275,0.051109995031985614,0.05265100485843974,0.023358032773345694,0.08370972791643011,0.04466879645878459,0.043494093442931765,0.09003832840992006,0.04200632473840545,0.11296312485851476,0.05685439475118939,0.05387594703176408,0.06477768764499826,0.14353078558979826,0.22188211581992429,0.35720607489618744,0.3101274561897461,0.26726390600260735,0.24848104494259818,0.2767212199475384,0.3821301874795912,1.0000000000000002,0.2717631137260622,0.27026236231352,0.24668930254002497,0.26224754150887447,0.17062349513329025,0.0937169483141794,0.10933252593394371,0.11919563778784853,0.11024619940444068,0.1760505105795327,0.0342709933274541
39,0.021479801126295356,0.018584670718582955,0.03295022546625514,0.03623726637745105,0.030932406977533255,0.04862444309692856,0.036744154819514416,0.06262347405228026,0.06715329882929846,0.0492374984897729,0.05064002087201845,0.053605742549145644,0.06682870687960969,0.08375547143251406,0.10402761295134447,0.03055509878821591,0.01976116545365075,0.02215180490663177,0.0625602759561746,0.02964686646954015,0.06817495134858588,0.047204842558002794,0.038437707938103596,0.0395298102190213,0.05315873911105244,0.10408528265582229,0.09498607282594566,0.01874172156554437,0.027221494414492817,0.11236819878107869,0.16668876176901468,0.237993083410959,0.2404804724759143,0.16028257090878797,0.17271091392906104,0.1643590377590746,0.1644604778851147,0.2717631137260622,0.9999999999999999,0.5055107464842936,0.1774768584895356,0.18604632214458366,0.1174478013716003,0.07466025784117225,0.10466970807115202,0.06261069804830953,0.08290113676927695,0.12689811385564284,0.055679157660963666
40,0.04100906758043253,0.03684007757661662,0.03370510447804362,0.042717114285593015,0.09432791381963648,0.07586874543541779,0.035400406536228064,0.051970980016773076,0.07519638856930067,0.07497627552178387,0.0629896514467578,0.0762735676056521,0.044426938142488284,0.06192877524367842,0.08688745616810849,0.04230561895721565,0.00976100309775331,0.06300430778099526,0.042181256963656544,0.03259510268096279,0.06237389805602673,0.06761442340106659,0.04817475338613751,0.08617214711744979,0.057822576930716074,0.05474913122930349,0.08903366646978471,0.05871250371217719,0.0731703128458833,0.13389288845988634,0.2154935276968292,0.27522552541209633,0.2845259996759516,0.20635390964018693,0.2144276933640505,0.1851098408189421,0.14781325677477083,0.27026236231352,0.5055107464842936,1.0,0.4424447478308451,0.24187300016130844,0.14336895803851438,0.11942183326092647,0.13443399573462023,0.1480375171131105,0.09888914421478331,0.15098413127656282,0.08835224300793947
41,0.03640156057782245,0.03813691378077959,0.06657566864552865,0.08311780915603527,0.06335915005401087,0.04947054770041603,0.01898702019189416,0.049941092137752746,0.043689337485151525,0.0380526104073378,0.04734303706175638,0.056642168741697044,0.023930528095815175,0.03195482471305592,0.029595833478623677,0.026433204884429844,0.018926178995622253,0.026859802899725775,0.03708271301949084,0.0247370225260828,0.0522269242272134,0.042399157735369813,0.03421920968261679,0.0603864095612877,0.045899239196836084,0.062038502887239305,0.0292461327412132,0.019903299668465817,0.08356318119783882,0.20081846959905625,0.29720044316403915,0.28646945237831944,0.3305100255019015,0.22454469040829309,0.2531119374104831,0.19950372151855328,0.17134060106351318,0.24668930254002497,0.1774768584895356,0.4424447478308451,1.0000000000000007,0.2903366741802507,0.2330282613619906,0.10358040915495778,0.10073128053667042,0.1612427354744374,0.06584540159304815,0.14456532065143432,0.028334469304999308
42,0.09893300984281962,0.1179287782122261,0.05902666284964238,0.048416383749490914,0.0849274475880628,0.05268621496793593,0.02376190281439423,0.04080148151659843,0.09158578149977517,0.08302550723752439,0.06819130867514789,0.03813150532182348,0.07282140202087958,0.047475453261613246,0.04100655108080153,0.054415867317003985,0.026862454558568113,0.03279416271787722,0.04757290815541664,0.02720682304085607,0.07280444781126896,0.0597090502835215,0.04348824813247506,0.05242035389655807,0.05903111238398081,0.06782053513997027,0.06447631477335507,0.11001374255336273,0.15208861708864937,0.24661711552890186,0.37613794835832187,0.2768833788453558,0.32511502513707885,0.2727856858225214,0.28268196468554696,0.24602629247008945,0.19337393812441844,0.26224754150887447,0.18604632214458366,0.24187300016130844,0.2903366741802507,1.0,0.368114058978627,0.14519083916308784,0.10566383332817048,0.13387123916570837,0.05847458156950162,0.20457086454249337,0.1567819974794453
43,0.08374607275581876,0.06317143621247691,0.0323426664166378,0.03927643438457471,0.08092541483891459,0.08115565348469689,0.025521614694449066,0.047966944027584835,0.11434501914526923,0.06934105474941372,0.06248355476574413,0.073253932945307,0.0535150547107718,0.03826833712563116,0.04578962069629928,0.10912001219897191,0.06300969001842066,0.05148826050287475,0.05138672992938373,0.026460345713559482,0.04908830929007441,0.044495560054546954,0.028789150383432924,0.05788627205063429,0.04181247686031645,0.05292079370229591,0.04820276910593529,0.08779578513225289,0.08413475495899549,0.16390158944653543,0.2840006091591712,0.15531290622628774,0.18404019864415377,0.27974253483863565,0.21779125977771208,0.22128264868554828,0.13134576201240356,0.17062349513329025,0.1174478013716003,0.14336895803851438,0.2330282613619906,0.368114058978627,1.0000000000000004,0.35803045952810325,0.25315005728687384,0.20474296063461506,0.20571418962458396,0.2787262295200157,0.27952911329006325
44,0.09559836914107298,0.041383008732624516,0.02469056247121604,0.04997660654837593,0.06801186135868914,0.08251916543350599,0.04073179429152003,0.0566998752310786,0.04884832570878112,0.039359667590977164,0.04339664488506487,0.05764282158742502,0.05287020436232263,0.04017503269030097,0.029401905848821238,0.042757685376237975,0.028298474338000385,0.03838230357560542,0.030646864179468044,0.02542267423027005,0.0215382817144134,0.031572595297549466,0.030825630462629563,0.0541269992023693,0.039745068984370024,0.06391493684226465,0.12038119751101536,0.06635151943753086,0.03969242449493607,0.07585503267848595,0.1499154292019171,0.11422184937815633,0.06474661721474732,0.11969461874546672,0.06161212954631911,0.08474048787300625,0.07726819218955505,0.0937169483141794,0.07466025784117225,0.11942183326092647,0.10358040915495778,0.14519083916308784,0.35803045952810325,1.0,0.39050375396383774,0.19547816998942794,0.21933535839946597,0.26055713424341986,0.3555617426503203
45,0.09553874743363504,0.0749559985885085,0.041710918897736184,0.0493250716085604,0.04223740119769178,0.08613200748242691,0.01747472430732394,0.038619941255384996,0.03263474221210969,0.09473037686175362,0.11375458767401529,0.1344075268070016,0.06750807724035308,0.11734311396192329,0.02848984123505435,0.06555239599273102,0.0255165619827657,0.03595082480829928,0.05211192381552124,0.04083814526592764,0.0482981299664271,0.07472383750473081,0.048851567212434575,0.09570480274780171,0.0773709418285082,0.11766040907761309,0.21682616364274465,0.10679585560920206,0.04762886073554367,0.07675192719221559,0.14855652260052174,0.0941342556090482,0.04485223490533001,0.08744763643745818,0.06276829386897029,0.0782692435894945,0.09662089444644309,0.10933252593394371,0.10466970807115202,0.13443399573462023,0.10073128053667042,0.10566383332817048,0.25315005728687384,0.39050375396383774,1.0000000000000002,0.25985836543909524,0.3925489470023032,0.3572354723874206,0.4919189611294736
46,0.04534402874958159,0.0707821061434794,0.03465570189176558,0.05649849015099597,0.05386189515943098,0.05961780410750347,0.027132466091077726,0.029912917592362337,0.07881140466550877,0.07350105849857899,0.06258651819579648,0.0446039642039302,0.06589032641560051,0.04953679766794152,0.0326572359619509,0.0420738271477711,0.019016308015867275,0.039529530736522364,0.02770132419042816,0.02084477829787012,0.03002898063871605,0.027615362613217204,0.058642486646936894,0.07446671890843708,0.03650712786856068,0.05076802486840771,0.07888083142748639,0.04780887024420808,0.037474634348922266,0.06326102242098378,0.11717311877528072,0.10152836649423873,0.05953647448431428,0.12426573904824097,0.09852807149952361,0.090512806646105,0.09121163623598479,0.11919563778784853,0.06261069804830953,0.1480375171131105,0.1612427354744374,0.13387123916570837,0.20474296063461506,0.19547816998942794,0.25985836543909524,1.0000000000000004,0.36493795085793934,0.25358623284006176,0.2776877362275312
47,0.05917233839839818,0.024590644441645666,0.025515389311949882,0.036829648760833306,0.031378663195410474,0.049760312301063675,0.020496509996779686,0.02780339439436856,0.05781563652373835,0.048042892680983836,0.08646347496273403,0.08539516993609222,0.037244515738840876,0.07178589386411365,0.030071394914772454,0.03444952338044367,0.016499806402656615,0.029428906034879215,0.06049723139241472,0.04068597842288433,0.04491293402236341,0.047945437459460186,0.03311880650297551,0.06829611255955279,0.03406007940572984,0.07895411450993602,0.13825526050459847,0.06905111130310736,0.046242659347979206,0.0476086993404697,0.11980139825428603,0.1057786375666975,0.05158926514916411,0.12930994040681282,0.09129378109152275,0.07641336731093386,0.08168700658906014,0.11024619940444068,0.08290113676927695,0.09888914421478331,0.06584540159304815,0.05847458156950162,0.20571418962458396,0.21933535839946597,0.3925489470023032,0.36493795085793934,1.0,0.36153594816332263,0.36117207515951166
48,0.21175869884915724,0.11012006705966924,0.12119471974230776,0.0748835221786053,0.12722024859901154,0.07478865672710068,0.03026509282950826,0.03927659962986037,0.06842554494376987,0.10474766782533908,0.08643893340462247,0.10946624374503842,0.03400704967656937,0.09911484662772885,0.05968702130916814,0.0372231549399832,0.018694360061270537,0.05837641477708025,0.059680762317914145,0.07574701234946653,0.04608180011802897,0.03828255779757129,0.048805902465621206,0.0773685802688987,0.06817463513387942,0.1102711515001814,0.12480839138706021,0.063000163696836,0.10314967956802952,0.18802680522108264,0.2780794732135224,0.1875405519978298,0.18056543338298792,0.17738017607393555,0.16916323924408805,0.1487862486822485,0.12751143942568294,0.1760505105795327,0.12689811385564284,0.15098413127656282,0.14456532065143432,0.20457086454249337,0.2787262295200157,0.26055713424341986,0.3572354723874206,0.25358623284006176,0.36153594816332263,1.0000000000000002,0.28667830725871346
49,0.046100912694372886,0.02773720814892015,0.012886719450789173,0.043926924513553685,0.015588112242359902,0.07763920903853738,0.007994953989570569,0.00468492084653653,0.023633185468934483,0.049659720037398075,0.07925210420174093,0.14746184380544405,0.04500937717226838,0.041235980517977985,0.022762799479569086,0.007413630320863886,0.020243875068355423,0.017376363557739603,0.06669245748451849,0.026069522210222153,0.06712191543285564,0.09160211351239544,0.03422039260743314,0.11780387542553611,0.03530092905677817,0.04666232654576831,0.14557578264558146,0.06723370374121296,0.03246338990247232,0.05252475228584874,0.12445315322327404,0.08212233801612231,0.050638028440033345,0.07170717711457439,0.05446682772696628,0.058844396195957445,0.023878090802616228,0.0342709933274541,0.055679157660963666,0.08835224300793947,0.028334469304999308,0.1567819974794453,0.27952911329006325,0.3555617426503203,0.4919189611294736,0.2776877362275312,0.36117207515951166,0.28667830725871346,1.0
